Title,Author,Genre,Downloads,Book_URL
The Complete Poetical Works of Henry Wadsworth Longfellow,Henry Wadsworth Longfellow,Poetry,3308,https://www.gutenberg.org/ebooks/1365
A Shropshire Lad,A. E. Housman,Poetry,3279,https://www.gutenberg.org/ebooks/5720
Figures of Several Centuries,Arthur Symons,Poetry,3261,https://www.gutenberg.org/ebooks/21407
The Complete Poetical Works of Edgar Allan Poe,Edgar Allan Poe,Poetry,3248,https://www.gutenberg.org/ebooks/10031
Ballads of a Bohemian,Robert W. Service,Poetry,3181,https://www.gutenberg.org/ebooks/28836
The Early Poems of Alfred Lord Tennyson,Baron Alfred Tennyson Tennyson,Poetry,3165,https://www.gutenberg.org/ebooks/8601
Gitanjali,Rabindranath Tagore,Poetry,3163,https://www.gutenberg.org/ebooks/7164
Les Fleurs du Mal (French),Charles Baudelaire,Poetry,3075,https://www.gutenberg.org/ebooks/6099
Idylls of the King,Baron Alfred Tennyson Tennyson,Poetry,3067,https://www.gutenberg.org/ebooks/610
"Lyrical Ballads, With a Few Other Poems (1798)",Samuel Taylor Coleridge and William Wordsworth,Poetry,3052,https://www.gutenberg.org/ebooks/9622
Tales and Novels of J. de La Fontaine — Complete,Jean de La Fontaine,Poetry,3024,https://www.gutenberg.org/ebooks/5300
Ionica,William Johnson Cory,Poetry,3019,https://www.gutenberg.org/ebooks/21766
La Ilíada (Spanish),Homer,Poetry,2992,https://www.gutenberg.org/ebooks/57654
Die Dichtungen von Georg Trakl (German),Georg Trakl,Poetry,2990,https://www.gutenberg.org/ebooks/29006
"The Metamorphoses of Ovid, Books VIII-XV",Ovid,Poetry,2985,https://www.gutenberg.org/ebooks/26073
Victorian Songs: Lyrics of the Affections and Nature,Unknown / Various,Poetry,2983,https://www.gutenberg.org/ebooks/26715
The Complete Poetical Works of Percy Bysshe Shelley — Complete,Percy Bysshe Shelley,Poetry,2983,https://www.gutenberg.org/ebooks/4800
Browning's Heroines,Ethel Colburn Mayne,Poetry,2980,https://www.gutenberg.org/ebooks/21247
The Satires of A. Persius Flaccus (Latin),Persius,Poetry,2975,https://www.gutenberg.org/ebooks/22119
La Chanson de Roland : Translated from the Seventh Edition of Léon Gautier,Unknown / Various,Poetry,2972,https://www.gutenberg.org/ebooks/23819
The Poetical Works of William Wordsworth — Volume 2 (of 8),William Wordsworth,Poetry,2971,https://www.gutenberg.org/ebooks/12145
Fables for the Frivolous,Guy Wetmore Carryl,Poetry,2969,https://www.gutenberg.org/ebooks/20026
The Complete Poetic and Dramatic Works of Robert Browning,Robert Browning,Poetry,2967,https://www.gutenberg.org/ebooks/50954
The Nibelungenlied,Unknown / Various,Poetry,2950,https://www.gutenberg.org/ebooks/7321
"Selected Poems of John Clare, Volume 1",John Clare,Poetry,2922,https://www.gutenberg.org/ebooks/22443
The Elder Eddas of Saemund Sigfusson; and the Younger Eddas of Snorre Sturleson,Snorri Sturluson and Sæmundur fróði,Poetry,2911,https://www.gutenberg.org/ebooks/14726
"Aesop, in Rhyme: Old Friends in a New Dress",Aesop and Marmaduke Park,Poetry,2893,https://www.gutenberg.org/ebooks/21189
Jubelklangen :  Andliga sånger (Swedish),Unknown / Various,Poetry,2892,https://www.gutenberg.org/ebooks/76549
"The Best of the World's Classics, Vol. V (of X) - Great Britain and Ireland III",Unknown / Various,Poetry,2891,https://www.gutenberg.org/ebooks/22182
"Wit and Mirth: or Pills to Purge Melancholy, Vol. 5 of 6",Unknown / Various,Poetry,2886,https://www.gutenberg.org/ebooks/26679
Cathay,Ezra Pound and Bai Li,Poetry,2871,https://www.gutenberg.org/ebooks/19679
"The Modern Scottish Minstrel, Volume 5.",Unknown / Various,Poetry,2848,https://www.gutenberg.org/ebooks/22142
Keats: Poems Published in 1820,John Keats,Poetry,2844,https://www.gutenberg.org/ebooks/23684
C. F. Gellerts Sämmtliche Schriften (German),Christian Fürchtegott Gellert,Poetry,2842,https://www.gutenberg.org/ebooks/22167
The Waste Land,T. S. Eliot,Poetry,2827,https://www.gutenberg.org/ebooks/1321
The Song of Hiawatha,Henry Wadsworth Longfellow,Poetry,2824,https://www.gutenberg.org/ebooks/19
The Rime of the Ancient Mariner,Samuel Taylor Coleridge,Poetry,2813,https://www.gutenberg.org/ebooks/151
Lyrics from the Song-Books of the Elizabethan Age,Unknown / Various,Poetry,2809,https://www.gutenberg.org/ebooks/27129
Helen Redeemed and Other Poems,Maurice Hewlett,Poetry,2808,https://www.gutenberg.org/ebooks/22803
An Essay on Man; Moral Essays and Satires,Alexander Pope,Poetry,2806,https://www.gutenberg.org/ebooks/2428
Os Lusíadas (Portuguese),Luís de Camões,Poetry,2805,https://www.gutenberg.org/ebooks/3333
"Selections from Early Middle English, 1130-1250. Part 1: Texts",Unknown / Various,Poetry,2804,https://www.gutenberg.org/ebooks/26413
The Raven,Edgar Allan Poe,Poetry,2801,https://www.gutenberg.org/ebooks/1065
Max und Moritz: Eine Bubengeschichte in sieben Streichen (German),Wilhelm Busch,Poetry,2801,https://www.gutenberg.org/ebooks/17161
If,Rudyard Kipling,Poetry,2789,https://www.gutenberg.org/ebooks/23967
Penguin Persons & Peppermints,Walter Prichard Eaton,Poetry,2783,https://www.gutenberg.org/ebooks/26405
The Rubaiyat of Omar Khayyam,Omar Khayyam,Poetry,2782,https://www.gutenberg.org/ebooks/246
Modern British Poetry,Unknown / Various,Poetry,2780,https://www.gutenberg.org/ebooks/26785
The Iliads of Homer,Homer,Poetry,2777,https://www.gutenberg.org/ebooks/51355
Stray Birds,Rabindranath Tagore,Poetry,2774,https://www.gutenberg.org/ebooks/6524
Sonnet 130,William Shakespeare,Poetry,2772,https://www.gutenberg.org/ebooks/24036
The Dance of Death,Gilles Corrozet and Jean de Vauzelles,Poetry,2767,https://www.gutenberg.org/ebooks/21790
The gardener,Rabindranath Tagore,Poetry,2761,https://www.gutenberg.org/ebooks/6686
Chatterbox Stories of Natural History,Anonymous,Poetry,2695,https://www.gutenberg.org/ebooks/22408
Distruzione: Poema Futurista (Italian),F. T. Marinetti,Poetry,2685,https://www.gutenberg.org/ebooks/25210
Poetics,Aristotle,Poetry,2683,https://www.gutenberg.org/ebooks/20685
Mother Goose's Nursery Rhymes,Unknown / Various,Poetry,2673,https://www.gutenberg.org/ebooks/39784
Ancient Ballads and Legends of Hindustan,Toru Dutt,Poetry,2642,https://www.gutenberg.org/ebooks/23245
Danse Russe,William Carlos Williams,Poetry,2638,https://www.gutenberg.org/ebooks/19783
"Lundy's Lane, and Other Poems",Duncan Campbell Scott,Poetry,2628,https://www.gutenberg.org/ebooks/22717
The Poetical Works of John Milton,John Milton,Poetry,2626,https://www.gutenberg.org/ebooks/1745
The Patriotic Poems of Walt Whitman,Walt Whitman,Poetry,2615,https://www.gutenberg.org/ebooks/27494
A Dream within a Dream,Edgar Allan Poe,Poetry,2552,https://www.gutenberg.org/ebooks/28908
"Ars Amatoria; or, The Art Of Love",Ovid,Poetry,2546,https://www.gutenberg.org/ebooks/47677
"The Rape of the Lock, and Other Poems",Alexander Pope,Poetry,2542,https://www.gutenberg.org/ebooks/9800
Mark Twain's Speeches,Mark Twain,Poetry,2532,https://www.gutenberg.org/ebooks/3188
An Old Babylonian Version of the Gilgamesh Epic,Morris Jastrow and Albert Tobias Clay,Poetry,2501,https://www.gutenberg.org/ebooks/11000
Troilus and Criseyde,Geoffrey Chaucer,Poetry,2479,https://www.gutenberg.org/ebooks/257
Poesias (Portuguese),Alexandre Herculano,Poetry,2476,https://www.gutenberg.org/ebooks/25925
The Complete Poetical Works of Samuel Taylor Coleridge. Vol 1 and 2,Samuel Taylor Coleridge,Poetry,2473,https://www.gutenberg.org/ebooks/29090
A cat book,E. V. Lucas,Poetry,2472,https://www.gutenberg.org/ebooks/79268
The Angel in the House,Coventry Patmore,Poetry,2468,https://www.gutenberg.org/ebooks/4099
Lays of Ancient Rome,Baron Thomas Babington Macaulay Macaulay,Poetry,2468,https://www.gutenberg.org/ebooks/847
Evangeline,Henry Wadsworth Longfellow,Poetry,2462,https://www.gutenberg.org/ebooks/15390
Now we are six,A. A. Milne,Poetry,2456,https://www.gutenberg.org/ebooks/70516
American nights entertainment,Grant M. Overton,Poetry,2440,https://www.gutenberg.org/ebooks/70313
Homer: The Iliad; The Odyssey,W. Lucas Collins,Poetry,2429,https://www.gutenberg.org/ebooks/59306
Tales of a Wayside Inn,Henry Wadsworth Longfellow,Poetry,2428,https://www.gutenberg.org/ebooks/25153
"The Works of Horace, with English Notes (Latin)",Horace,Poetry,2383,https://www.gutenberg.org/ebooks/46938
To Lesbia,Gaius Valerius Catullus,Poetry,2381,https://www.gutenberg.org/ebooks/23720
Original sonnets on various subjects; and odes paraphrased from Horace,Anna Seward,Poetry,2372,https://www.gutenberg.org/ebooks/27663
The Hunting of the Snark: An Agony in Eight Fits,Lewis Carroll,Poetry,2348,https://www.gutenberg.org/ebooks/13
The Autobiography of Goethe,Johann Wolfgang von Goethe,Poetry,2343,https://www.gutenberg.org/ebooks/52654
"The Poems of John Donne, Volume 1 (of 2)",John Donne,Poetry,2342,https://www.gutenberg.org/ebooks/48688
The Tiger,William Blake,Poetry,2338,https://www.gutenberg.org/ebooks/21177
The Real Mother Goose,Unknown / Various,Poetry,2332,https://www.gutenberg.org/ebooks/10607
"The World's Best Poetry, Volume 10: Poetical Quotations",Unknown / Various,Poetry,2316,https://www.gutenberg.org/ebooks/12925
The New Life (La Vita Nuova),Dante Alighieri,Poetry,2298,https://www.gutenberg.org/ebooks/41085
Poems by Adam Lindsay Gordon,Adam Lindsay Gordon,Poetry,2273,https://www.gutenberg.org/ebooks/258
Grimm Tales Made Gay,Guy Wetmore Carryl,Poetry,2273,https://www.gutenberg.org/ebooks/23024
Charmes (French),Paul Valéry,Poetry,2266,https://www.gutenberg.org/ebooks/71062
A Vagabond Song,Bliss Carman,Poetry,2252,https://www.gutenberg.org/ebooks/19583
李太白集 (Chinese),Bai Li,Poetry,2249,https://www.gutenberg.org/ebooks/24060
Marmion: A Tale Of Flodden Field,Walter Scott,Poetry,2245,https://www.gutenberg.org/ebooks/4010
Lamia,John Keats,Poetry,2222,https://www.gutenberg.org/ebooks/2490
The liberty minstrel,George Washington Clark,Poetry,2208,https://www.gutenberg.org/ebooks/22089
The language of flowers :  The floral offering ; a token of affection and esteem ; comprising the language and poetry of flowers,Henrietta Dumont,Poetry,2205,https://www.gutenberg.org/ebooks/71779
The Essays of Adam Smith,Adam Smith,Poetry,2202,https://www.gutenberg.org/ebooks/58559
"The Forerunner, His Parables and Poems",Kahlil Gibran,Poetry,2184,https://www.gutenberg.org/ebooks/54580
Teckningar och drömmar (Swedish),Fredrika Charlotta Tengström Runeberg,Poetry,2183,https://www.gutenberg.org/ebooks/27875
Newton's Principia :  The mathematical principles of natural philosophy,Isaac Newton,Poetry,2163,https://www.gutenberg.org/ebooks/76404
The Secrets of the Self (Asrar-i Khudi) — A Philosophical Poem,Sir Muhammad Iqbal,Poetry,2151,https://www.gutenberg.org/ebooks/57317
The Book of Brave Old Ballads,Unknown / Various,Poetry,2145,https://www.gutenberg.org/ebooks/25480
"The Lusiad; Or, The Discovery of India, an Epic Poem",Luís de Camões,Poetry,2135,https://www.gutenberg.org/ebooks/32528
The Renaissance: Studies in Art and Poetry,Walter Pater,Poetry,2122,https://www.gutenberg.org/ebooks/2398
Pátria (Portuguese),Abílio Manuel Guerra Junqueiro,Poetry,2112,https://www.gutenberg.org/ebooks/21209
The Book of the Epic: The World's Great Epics Told in Story,H. A. Guerber,Poetry,2107,https://www.gutenberg.org/ebooks/13983
Robert Burns,John Campbell Shairp,Poetry,2099,https://www.gutenberg.org/ebooks/21330
"Pan Tadeusz; or, The last foray in Lithuania",Adam Mickiewicz,Poetry,2095,https://www.gutenberg.org/ebooks/28240
"Odysseus, the Hero of Ithaca",Homer,Poetry,2085,https://www.gutenberg.org/ebooks/24856
The poems of Heine; Complete,Heinrich Heine,Poetry,2082,https://www.gutenberg.org/ebooks/52882
"Chaucer's Works, Volume 1 — Romaunt of the Rose; Minor Poems",Geoffrey Chaucer,Poetry,2066,https://www.gutenberg.org/ebooks/43089
The poetry of pathos & delight :  from the works of Coventry Patmore,Coventry Patmore,Poetry,2056,https://www.gutenberg.org/ebooks/79143
Selected Lullabies,Eugene Field,Poetry,2033,https://www.gutenberg.org/ebooks/26575
Childhood's Favorites and Fairy Stories,Unknown / Various,Poetry,2029,https://www.gutenberg.org/ebooks/19993
Fifteen sonnets of Petrarch,Francesco Petrarca,Poetry,2029,https://www.gutenberg.org/ebooks/50307
Beowulf,Unknown / Various,Poetry,2019,https://www.gutenberg.org/ebooks/981
"Literary and Philosophical Essays: French, German and Italian","Friedrich Schiller, Gotthold Ephraim Lessing, Michel de Montaigne, Immanuel Kant, Ernest Renan, Charles Augustin Sainte-Beuve, and Giuseppe Mazzini",Poetry,2012,https://www.gutenberg.org/ebooks/5637
To His Coy Mistress,Andrew Marvell,Poetry,2004,https://www.gutenberg.org/ebooks/26288
Parzival: A Knightly Epic (vol. 1 of 2),von Eschenbach Wolfram,Poetry,2002,https://www.gutenberg.org/ebooks/47297
Poet To His Love,Maxwell Bodenheim,Poetry,1996,https://www.gutenberg.org/ebooks/21155
La Divina Commedia di Dante: Complete (Italian),Dante Alighieri,Poetry,1994,https://www.gutenberg.org/ebooks/1000
Laatste verzen (Dutch),Guido Gezelle,Poetry,1979,https://www.gutenberg.org/ebooks/27512
The Three Bears,Anonymous,Poetry,1978,https://www.gutenberg.org/ebooks/23322
A Defence of Poesie and Poems,Philip Sidney,Poetry,1976,https://www.gutenberg.org/ebooks/1962
The Poetical Works of William Wordsworth — Volume 3 (of 8),William Wordsworth,Poetry,1976,https://www.gutenberg.org/ebooks/12383
A Poetical Cook-Book,Maria J. Moss,Poetry,1975,https://www.gutenberg.org/ebooks/25631
Poems & Ballads (Second Series),Algernon Charles Swinburne,Poetry,1972,https://www.gutenberg.org/ebooks/27401
The Madman: His Parables and Poems,Kahlil Gibran,Poetry,1965,https://www.gutenberg.org/ebooks/5616
"The Poems of Jonathan Swift, D.D., Volume 2",Jonathan Swift,Poetry,1955,https://www.gutenberg.org/ebooks/13621
"Divine Comedy, Cary's Translation, Complete",Dante Alighieri,Poetry,1952,https://www.gutenberg.org/ebooks/1008
Ομήρου Οδύσσεια Τόμος Γ (Modern Greek (1453-)),Homer,Poetry,1951,https://www.gutenberg.org/ebooks/30615
Death Be Not Proud,John Donne,Poetry,1950,https://www.gutenberg.org/ebooks/19784
Maurine and Other Poems,Ella Wheeler Wilcox,Poetry,1949,https://www.gutenberg.org/ebooks/26333
Orlando Furioso,Lodovico Ariosto,Poetry,1943,https://www.gutenberg.org/ebooks/615
Ophelia,Walter De la Mare,Poetry,1936,https://www.gutenberg.org/ebooks/26588
"Divine Comedy, Longfellow's Translation, Purgatory",Dante Alighieri,Poetry,1933,https://www.gutenberg.org/ebooks/1002
An Essay on Criticism,Alexander Pope,Poetry,1926,https://www.gutenberg.org/ebooks/7409
The Biglow Papers,James Russell Lowell,Poetry,1923,https://www.gutenberg.org/ebooks/22680
Selected Poems,Robert Frost,Poetry,1923,https://www.gutenberg.org/ebooks/59824
A Defence of Poetry and Other Essays,Percy Bysshe Shelley,Poetry,1915,https://www.gutenberg.org/ebooks/5428
The Nursery Rhymes of England,Unknown / Various,Poetry,1915,https://www.gutenberg.org/ebooks/32415
"Rubáiyát of Omar Khayyám, and Salámán and Absál","Ralph Waldo Emerson, Omar Khayyam, and Jami",Poetry,1915,https://www.gutenberg.org/ebooks/22535
The Fables of La Fontaine,Jean de La Fontaine,Poetry,1914,https://www.gutenberg.org/ebooks/50316
The Boys' And Girls' Library,Unknown / Various,Poetry,1909,https://www.gutenberg.org/ebooks/35149
Azul... (Spanish),Rubén Darío,Poetry,1894,https://www.gutenberg.org/ebooks/52894
I. Beówulf: an Anglo-Saxon poem. II. The fight at Finnsburh: a fragment. (Old English (ca. 450-1100)),Unknown / Various,Poetry,1879,https://www.gutenberg.org/ebooks/9700
The Works of Lord Byron. Vol. 6,Baron George Gordon Byron Byron,Poetry,1877,https://www.gutenberg.org/ebooks/18762
"The Modern Scottish Minstrel, Volume 6.",Unknown / Various,Poetry,1871,https://www.gutenberg.org/ebooks/22229
Aristotle on the art of poetry,Aristotle,Poetry,1870,https://www.gutenberg.org/ebooks/6763
The Poems of Sappho: An Interpretative Rendition into English,Sappho,Poetry,1854,https://www.gutenberg.org/ebooks/42166
Ballads of Robin Hood and other Outlaws,Frank Sidgwick,Poetry,1848,https://www.gutenberg.org/ebooks/28744
Translations of Shakuntala and Other Works,Kālidāsa,Poetry,1844,https://www.gutenberg.org/ebooks/16659
唐才子傳 (Chinese),active 13th century-14th century Wenfang Xin,Poetry,1838,https://www.gutenberg.org/ebooks/28714
The Works of William Cowper,William Cowper,Poetry,1838,https://www.gutenberg.org/ebooks/47790
Tender Buttons,Gertrude Stein,Poetry,1836,https://www.gutenberg.org/ebooks/15396
El arte de amar (Spanish),Ovid,Poetry,1832,https://www.gutenberg.org/ebooks/67961
Mother Goose or the Old Nursery Rhymes,Unknown / Various,Poetry,1823,https://www.gutenberg.org/ebooks/23794
唐诗三百首 (Chinese),Unknown / Various,Poetry,1820,https://www.gutenberg.org/ebooks/52323
The Georgics,Virgil,Poetry,1814,https://www.gutenberg.org/ebooks/232
The Cow,Robert Louis Stevenson,Poetry,1814,https://www.gutenberg.org/ebooks/23902
Poems of Paul Verlaine,Paul Verlaine,Poetry,1812,https://www.gutenberg.org/ebooks/8426
"The Works of Lord Byron, Vol. 1. Poetry",Baron George Gordon Byron Byron,Poetry,1812,https://www.gutenberg.org/ebooks/8861
The Homeric Hymns,Andrew Lang,Poetry,1804,https://www.gutenberg.org/ebooks/16338
"The Divine Comedy by Dante, Illustrated, Paradise, Complete",Dante Alighieri,Poetry,1802,https://www.gutenberg.org/ebooks/8799
Selected Prose of Oscar Wilde,Oscar Wilde,Poetry,1802,https://www.gutenberg.org/ebooks/1338
The Works of Horace,Horace,Poetry,1785,https://www.gutenberg.org/ebooks/14020
"In The Yule-Log Glow, Book IV",Harrison S. Morris,Poetry,1785,https://www.gutenberg.org/ebooks/20956
The Collected Poems of Rupert Brooke,Rupert Brooke,Poetry,1783,https://www.gutenberg.org/ebooks/262
Kalevala (Finnish),Unknown / Various,Poetry,1776,https://www.gutenberg.org/ebooks/7000
