Title,Author,Genre,Downloads,Book_URL
"Da terra à lua, viagem directa em 97 horas e 20 minutos (Portuguese)",Jules Verne,Science & Tech,2596,https://www.gutenberg.org/ebooks/28341
Of Natural and Supernatural Things,Basilius Valentinus,Science & Tech,2590,https://www.gutenberg.org/ebooks/26340
Herland,Charlotte Perkins Gilman,Science & Tech,2576,https://www.gutenberg.org/ebooks/32
The Fire People,Ray Cummings,Science & Tech,2568,https://www.gutenberg.org/ebooks/25780
Famous Modern Ghost Stories,Unknown / Various,Science & Tech,2566,https://www.gutenberg.org/ebooks/15143
The Defiant Agents,Andre Norton,Science & Tech,2559,https://www.gutenberg.org/ebooks/25550
"A brother to dragons, and other old-time tales",Amélie Rives,Science & Tech,2548,https://www.gutenberg.org/ebooks/26356
The Doomsman,Van Tassel Sutphen,Science & Tech,2546,https://www.gutenberg.org/ebooks/27730
The Cat in Grandfather's House,Carl Henry Grabo,Science & Tech,2537,https://www.gutenberg.org/ebooks/23737
David and the Phoenix,Edward Ormondroyd,Science & Tech,2506,https://www.gutenberg.org/ebooks/27922
Alice's Adventures Under Ground,Lewis Carroll,Science & Tech,2490,https://www.gutenberg.org/ebooks/19002
Eight Keys to Eden,Mark Clifton,Science & Tech,2465,https://www.gutenberg.org/ebooks/27595
"The Life and Adventures of Peter Wilkins, Volume 1 (of 2)",Robert Paltock,Science & Tech,2460,https://www.gutenberg.org/ebooks/21513
"The Secret Doctrine, Vol. 3 of 4",H. P. Blavatsky,Science & Tech,2432,https://www.gutenberg.org/ebooks/56880
A Military Dictionary and Gazetteer,Thomas Wilhelm,Science & Tech,2420,https://www.gutenberg.org/ebooks/59563
The World Peril of 1910,George Chetwynd Griffith,Science & Tech,2404,https://www.gutenberg.org/ebooks/24764
The House of Souls,Arthur Machen,Science & Tech,2387,https://www.gutenberg.org/ebooks/25016
A Color Notation,A. H. Munsell,Science & Tech,2376,https://www.gutenberg.org/ebooks/26054
"Dick, Marjorie and Fidge: A Search for the Wonderful Dodo",G. E. Farrow,Science & Tech,2375,https://www.gutenberg.org/ebooks/23541
The head hunters,Frederik Pohl and Joseph Samachson,Science & Tech,2362,https://www.gutenberg.org/ebooks/79166
A Plea for the Criminal,James Leslie Allan Kayll,Science & Tech,2355,https://www.gutenberg.org/ebooks/28632
The 2009 CIA World Factbook,United States. Central Intelligence Agency,Science & Tech,2352,https://www.gutenberg.org/ebooks/35829
The Singing Mouse Stories,Emerson Hough,Science & Tech,2321,https://www.gutenberg.org/ebooks/21004
Herbal Simples Approved for Modern Uses of Cure,William Thomas Fernie,Science & Tech,2319,https://www.gutenberg.org/ebooks/19352
El Mar (Spanish),Jules Michelet,Science & Tech,2318,https://www.gutenberg.org/ebooks/26284
The Essays of Arthur Schopenhauer; On Human Nature,Arthur Schopenhauer,Science & Tech,2315,https://www.gutenberg.org/ebooks/10739
"Varney the vampyre; or, the feast of blood",Thomas Peckett Prest and James Malcolm Rymer,Science & Tech,2313,https://www.gutenberg.org/ebooks/14833
"The Foundations of Science: Science and Hypothesis, The Value of Science, Science and Method",Henri Poincaré,Science & Tech,2306,https://www.gutenberg.org/ebooks/39713
"Notes on Nursing: What It Is, and What It Is Not",Florence Nightingale,Science & Tech,2288,https://www.gutenberg.org/ebooks/17366
Space Platform,Murray Leinster,Science & Tech,2250,https://www.gutenberg.org/ebooks/25051
The English Husbandman,Gervase Markham,Science & Tech,2243,https://www.gutenberg.org/ebooks/22973
The handbook of soap manufacture,W. H. Simmons and H. A. Appleton,Science & Tech,2228,https://www.gutenberg.org/ebooks/21724
Agricultural Implements and Machines in the Collection of the National Museum of History and Technology,John T. Schlebecker,Science & Tech,2216,https://www.gutenberg.org/ebooks/27327
Lucian's True History,of Samosata Lucian,Science & Tech,2209,https://www.gutenberg.org/ebooks/45858
The 1990 CIA World Factbook,United States. Central Intelligence Agency,Science & Tech,2202,https://www.gutenberg.org/ebooks/14
"L'isthme de Panama (French)",Michel Chevalier,Science & Tech,2200,https://www.gutenberg.org/ebooks/26515
The Pleasures of Life,Sir John Lubbock,Science & Tech,2182,https://www.gutenberg.org/ebooks/7952
The Key to Theosophy,H. P. Blavatsky,Science & Tech,2179,https://www.gutenberg.org/ebooks/55618
De Reis naar de Maan in 28 dagen en 12 uren (Dutch),Jules Verne,Science & Tech,2177,https://www.gutenberg.org/ebooks/27309
Starman's Quest,Robert Silverberg,Science & Tech,2177,https://www.gutenberg.org/ebooks/27444
"Outlines of Dairy Bacteriology, 8th edition",H. L. Russell,Science & Tech,2160,https://www.gutenberg.org/ebooks/27778
Northern Nut Growers Association Report of the Proceedings at the 44th Annual Meeting,Unknown / Various,Science & Tech,2149,https://www.gutenberg.org/ebooks/25703
Northern Nut Growers Association Report of the Proceedings at the 43rd Annual Meeting,Unknown / Various,Science & Tech,2124,https://www.gutenberg.org/ebooks/25935
Death between the stars,Marion Zimmer Bradley,Science & Tech,2102,https://www.gutenberg.org/ebooks/79243
The public and its problems,John Dewey,Science & Tech,2098,https://www.gutenberg.org/ebooks/71000
Hunters Out of Space,Joseph E. Kelleam,Science & Tech,2096,https://www.gutenberg.org/ebooks/25270
The World Set Free,H. G. Wells,Science & Tech,2092,https://www.gutenberg.org/ebooks/1059
Lilith: A Romance,George MacDonald,Science & Tech,2082,https://www.gutenberg.org/ebooks/1640
Diggers in the Earth,Eva March Tappan,Science & Tech,2082,https://www.gutenberg.org/ebooks/24762
Key to palmistry,Louis Williams,Science & Tech,2077,https://www.gutenberg.org/ebooks/79203
Space Prison,Tom Godwin,Science & Tech,2075,https://www.gutenberg.org/ebooks/22549
"The Writings of Thomas Paine, Complete",Thomas Paine,Science & Tech,2074,https://www.gutenberg.org/ebooks/31270
Evolution in Modern Thought,Unknown / Various,Science & Tech,2073,https://www.gutenberg.org/ebooks/22430
Peat and its Uses as Fertilizer and Fuel,Samuel W. Johnson,Science & Tech,2072,https://www.gutenberg.org/ebooks/26142
Physical science in the time of Nero :  being a translation of the Quaestiones naturales of Seneca,Lucius Annaeus Seneca,Science & Tech,2070,https://www.gutenberg.org/ebooks/76392
Second Variety,Philip K. Dick,Science & Tech,2069,https://www.gutenberg.org/ebooks/32032
Cavity-Nesting Birds of North American Forests,"Virgil E. Scott, Keith E. Evans, David R. Patton, and Charles P. Stone",Science & Tech,2064,https://www.gutenberg.org/ebooks/49172
She,H. Rider Haggard,Science & Tech,2060,https://www.gutenberg.org/ebooks/3155
The Boy Volunteers with the Submarine Fleet,Kenneth Ward,Science & Tech,2055,https://www.gutenberg.org/ebooks/27674
Alaeddin und die Wunderlampe (German),Curt Moreck,Science & Tech,2052,https://www.gutenberg.org/ebooks/22413
Statesman,Plato,Science & Tech,2044,https://www.gutenberg.org/ebooks/1738
Visionen und andere phantastische Erzählungen (German),Ivan Sergeevich Turgenev,Science & Tech,2041,https://www.gutenberg.org/ebooks/36349
Village Improvements and Farm Villages,George E. Waring,Science & Tech,2037,https://www.gutenberg.org/ebooks/26801
"The Eugenic Marriage, Volume 4 (of 4)",W. Grant Hague,Science & Tech,2037,https://www.gutenberg.org/ebooks/21418
"Hypolympia; Or, The Gods in the Island, an Ironic Fantasy",Edmund Gosse,Science & Tech,2034,https://www.gutenberg.org/ebooks/28270
Science in the Kitchen,E. E. Kellogg,Science & Tech,2021,https://www.gutenberg.org/ebooks/12238
The Journal of a Disappointed Man,W. N. P. Barbellion,Science & Tech,2020,https://www.gutenberg.org/ebooks/39585
The Supernatural in Modern English Fiction,Dorothy Scarborough,Science & Tech,2012,https://www.gutenberg.org/ebooks/47204
Reports of Trials for Murder by Poisoning;,G. Lathom Browne and active 19th century C. G. Stewart,Science & Tech,2008,https://www.gutenberg.org/ebooks/50636
"The Natural History of Pliny, Volume 4 (of 6)",the Elder Pliny,Science & Tech,2004,https://www.gutenberg.org/ebooks/61113
"A History of Magic and Experimental Science, Volume 2 (of 2)",Lynn Thorndike,Science & Tech,2001,https://www.gutenberg.org/ebooks/67330
The 2007 CIA World Factbook,United States. Central Intelligence Agency,Science & Tech,1999,https://www.gutenberg.org/ebooks/27348
The Wonder,J. D. Beresford,Science & Tech,1986,https://www.gutenberg.org/ebooks/27188
A Discourse of a Method for the Well Guiding of Reason,René Descartes,Science & Tech,1979,https://www.gutenberg.org/ebooks/25830
The Ball and the Cross,G. K. Chesterton,Science & Tech,1974,https://www.gutenberg.org/ebooks/5265
"Great short stories, Volume 1 (of 3) :  Detective stories",Unknown / Various,Science & Tech,1971,https://www.gutenberg.org/ebooks/74548
The 2001 CIA World Factbook,United States. Central Intelligence Agency,Science & Tech,1970,https://www.gutenberg.org/ebooks/27638
The iron heel,Jack London,Science & Tech,1961,https://www.gutenberg.org/ebooks/1164
The Evolution of Man,Ernst Haeckel,Science & Tech,1957,https://www.gutenberg.org/ebooks/8700
Mizora: A Prophecy,Mary E. Bradley Lane,Science & Tech,1956,https://www.gutenberg.org/ebooks/24750
Harvard Classics Volume 28,Unknown / Various,Science & Tech,1955,https://www.gutenberg.org/ebooks/21962
The republic of Cicero,Marcus Tullius Cicero,Science & Tech,1955,https://www.gutenberg.org/ebooks/54161
Spacehounds of IPC,E. E. Smith,Science & Tech,1954,https://www.gutenberg.org/ebooks/20857
Can Such Things Be?,Ambrose Bierce,Science & Tech,1942,https://www.gutenberg.org/ebooks/4366
An Outline of Occult Science,Rudolf Steiner,Science & Tech,1937,https://www.gutenberg.org/ebooks/30718
Hans Andersen's Fairy Tales,H. C. Andersen,Science & Tech,1922,https://www.gutenberg.org/ebooks/66688
The Well at the World's End: A Tale,William Morris,Science & Tech,1916,https://www.gutenberg.org/ebooks/169
The Officer's Manual: Napoleon's Maxims of War,Emperor of the French Napoleon I,Science & Tech,1911,https://www.gutenberg.org/ebooks/50750
"The Eugenic Marriage, Volume 2 (of 4)",W. Grant Hague,Science & Tech,1904,https://www.gutenberg.org/ebooks/24854
Little Brother,Cory Doctorow,Science & Tech,1904,https://www.gutenberg.org/ebooks/30142
"Looking Backward, 2000 to 1887",Edward Bellamy,Science & Tech,1903,https://www.gutenberg.org/ebooks/624
Discours de la méthode (French),René Descartes,Science & Tech,1893,https://www.gutenberg.org/ebooks/13846
Ozma of Oz,L. Frank Baum,Science & Tech,1882,https://www.gutenberg.org/ebooks/33361
Northern Nut Growers Association Thirty-Fourth Annual Report 1943,Unknown / Various,Science & Tech,1876,https://www.gutenberg.org/ebooks/22587
Pagan Passions,Randall Garrett and Laurence M. Janifer,Science & Tech,1874,https://www.gutenberg.org/ebooks/22767
The 2004 CIA World Factbook,United States. Central Intelligence Agency,Science & Tech,1872,https://www.gutenberg.org/ebooks/27559
The Writings of Thomas Paine — Volume 2 (1779-1792): The Rights of Man,Thomas Paine,Science & Tech,1872,https://www.gutenberg.org/ebooks/3742
"Poisons, Their Effects and Detection",Alexander Wynter Blyth,Science & Tech,1867,https://www.gutenberg.org/ebooks/42709
Aristotle's History of Animals,Aristotle,Science & Tech,1862,https://www.gutenberg.org/ebooks/59058
At the Back of the North Wind,George MacDonald,Science & Tech,1857,https://www.gutenberg.org/ebooks/225
平妖傳 (Chinese),Guanzhong Luo and Menglong Feng,Science & Tech,1856,https://www.gutenberg.org/ebooks/57227
A Discourse Upon the Origin and the Foundation of the Inequality Among Mankind,Jean-Jacques Rousseau,Science & Tech,1853,https://www.gutenberg.org/ebooks/11136
The political novel,Joseph Blotner,Science & Tech,1850,https://www.gutenberg.org/ebooks/68060
How to analyze people on sight through the science of human analysis :  the five human types,Elsie Lincoln Benedict and Ralph Paine Benedict,Science & Tech,1847,https://www.gutenberg.org/ebooks/30601
"A military dictionary :  or, Explanation of the several systems of discipline of different kinds of troops, infantry, artillery, and cavalry: the principles of fortification, and all the modern improvements in the science of tactics: comprising the pocket gunner, or little bombardier, the military regulations of the United States: the weights, measures,  and monies of all nations: the technical terms and phrases of the art of war in the  French language: particularly adapted to the use of the military institutions of the United States",William Duane,Science & Tech,1847,https://www.gutenberg.org/ebooks/74739
"Researches on Cellulose, 1895-1900",C. F. Cross and E. J. Bevan,Science & Tech,1846,https://www.gutenberg.org/ebooks/22620
Macchiavellis Buch vom Fürsten (German),Niccolò Machiavelli,Science & Tech,1845,https://www.gutenberg.org/ebooks/39816
"Experimental Researches in Electricity, Volume 1",Michael Faraday,Science & Tech,1841,https://www.gutenberg.org/ebooks/14986
The Public Domain: Enclosing the Commons of the Mind,James Boyle,Science & Tech,1841,https://www.gutenberg.org/ebooks/27526
Public enemy,Kendell Foster Crossen,Science & Tech,1840,https://www.gutenberg.org/ebooks/79265
Adaptation,Mack Reynolds,Science & Tech,1824,https://www.gutenberg.org/ebooks/24749
The Hyborian Age,Robert E. Howard,Science & Tech,1820,https://www.gutenberg.org/ebooks/42182
"The Cultivation of The Native Grape, and Manufacture of American Wines",George Husmann,Science & Tech,1816,https://www.gutenberg.org/ebooks/20917
Five Children and It,E. Nesbit,Science & Tech,1815,https://www.gutenberg.org/ebooks/17314
The 1991 CIA World Factbook,United States. Central Intelligence Agency,Science & Tech,1813,https://www.gutenberg.org/ebooks/25
"The Door in the Wall, and Other Stories",H. G. Wells,Science & Tech,1809,https://www.gutenberg.org/ebooks/456
Selections from the Speeches and Writings of Edmund Burke,Edmund Burke,Science & Tech,1804,https://www.gutenberg.org/ebooks/3286
The Chemical History of a Candle,Michael Faraday,Science & Tech,1792,https://www.gutenberg.org/ebooks/14474
"The works of the highly experienced and famous chymist, John Rudolph Glauber :  containing, great variety of choice secrets in medicine and alchymy in the working of metallick mines, and the separation of metals: also, various cheap and easie ways of making salt-petre, and improving of barren-land, and the fruits of the earth.",Johann Rudolf Glauber,Science & Tech,1790,https://www.gutenberg.org/ebooks/74240
Greener Than You Think,Ward Moore,Science & Tech,1786,https://www.gutenberg.org/ebooks/24246
Warlord of Kor,Terry Carr,Science & Tech,1784,https://www.gutenberg.org/ebooks/23715
The Romance of Mathematics,P. H. Ditchfield,Science & Tech,1782,https://www.gutenberg.org/ebooks/26481
The shadow over Innsmouth,H. P. Lovecraft,Science & Tech,1776,https://www.gutenberg.org/ebooks/73181
Man And His Ancestor: A Study In Evolution,Charles Morris,Science & Tech,1773,https://www.gutenberg.org/ebooks/28471
The Night Land,William Hope Hodgson,Science & Tech,1772,https://www.gutenberg.org/ebooks/10662
A Book for All Readers,Ainsworth Rand Spofford,Science & Tech,1768,https://www.gutenberg.org/ebooks/22608
The Coming Race,Baron Edward Bulwer Lytton Lytton,Science & Tech,1767,https://www.gutenberg.org/ebooks/1951
Micrographia,Robert Hooke,Science & Tech,1764,https://www.gutenberg.org/ebooks/15491
"News from Nowhere; Or, An Epoch of Rest",William Morris,Science & Tech,1764,https://www.gutenberg.org/ebooks/3261
Davy and the Goblin,Charles E. Carryl,Science & Tech,1762,https://www.gutenberg.org/ebooks/25031
Peter Pan in Kensington Gardens,J. M. Barrie,Science & Tech,1758,https://www.gutenberg.org/ebooks/26998
The Emerald City of Oz,L. Frank Baum,Science & Tech,1757,https://www.gutenberg.org/ebooks/41667
Islands of Space,Jr. John W. Campbell,Science & Tech,1755,https://www.gutenberg.org/ebooks/20988
Northern Nut Growers Association Report of the Proceedings at the Twenty-Fifth Annual Meeting,Unknown / Various,Science & Tech,1752,https://www.gutenberg.org/ebooks/20903
Replace the horse,Laurence M. Janifer,Science & Tech,1746,https://www.gutenberg.org/ebooks/79141
Rollo's Experiments,Jacob Abbott,Science & Tech,1738,https://www.gutenberg.org/ebooks/24993
The World of Flying Saucers: A Scientific Examination of a Major Myth of the Space Age,Donald H. Menzel and Lyle Gifford Boyd,Science & Tech,1736,https://www.gutenberg.org/ebooks/66639
Prince Prigio,Andrew Lang,Science & Tech,1732,https://www.gutenberg.org/ebooks/21935
Five Sci-Fi Short Stories,H. Beam Piper,Science & Tech,1728,https://www.gutenberg.org/ebooks/26461
"20,000 Leagues under the Sea",Jules Verne,Science & Tech,1728,https://www.gutenberg.org/ebooks/6538
The Story-book of Science,Jean-Henri Fabre,Science & Tech,1725,https://www.gutenberg.org/ebooks/56795
The Glow-Worm and Other Beetles,Jean-Henri Fabre,Science & Tech,1722,https://www.gutenberg.org/ebooks/27868
The Animal Parasites of Man,"Harold Benjamin Fantham, J. W. W. Stephens, Fred. V. Theobald, and Max Braun",Science & Tech,1716,https://www.gutenberg.org/ebooks/57713
A Popular History of Astronomy During the Nineteenth Century,Agnes M. Clerke,Science & Tech,1711,https://www.gutenberg.org/ebooks/28247
Voodoo Planet,Andre Norton,Science & Tech,1709,https://www.gutenberg.org/ebooks/28913
Ontario Teachers' Manuals: Nature Study,Ontario. Department of Education,Science & Tech,1708,https://www.gutenberg.org/ebooks/26139
One Hundred Proofs That the Earth Is Not a Globe,William Carpenter,Science & Tech,1707,https://www.gutenberg.org/ebooks/55387
The King of Elfland's Daughter,Lord Dunsany,Science & Tech,1707,https://www.gutenberg.org/ebooks/61077
Lectures on the Science of Language,F. Max Müller,Science & Tech,1705,https://www.gutenberg.org/ebooks/32856
The Marching Morons,C. M. Kornbluth,Science & Tech,1703,https://www.gutenberg.org/ebooks/51233
Vestiges of the Natural History of Creation,Robert Chambers,Science & Tech,1700,https://www.gutenberg.org/ebooks/7116
"Bidwell's Travels, from Wall Street to London Prison: Fifteen Years in Solitude",Austin Bidwell,Mystery & Detective,94142,https://www.gutenberg.org/ebooks/24739
Library of the World's Best Mystery and Detective Stories,Unknown / Various,Mystery & Detective,66442,https://www.gutenberg.org/ebooks/12758
Tales of Terror and Mystery,Arthur Conan Doyle,Mystery & Detective,66013,https://www.gutenberg.org/ebooks/537
Washington Confidential,Jack Lait and Lee Mortimer,Mystery & Detective,65927,https://www.gutenberg.org/ebooks/63469
By Advice of Counsel,Arthur Cheney Train,Mystery & Detective,65586,https://www.gutenberg.org/ebooks/11987
Ghost Stories of an Antiquary,M. R. James,Mystery & Detective,65441,https://www.gutenberg.org/ebooks/8486
The Empty House and Other Ghost Stories,Algernon Blackwood,Mystery & Detective,65299,https://www.gutenberg.org/ebooks/14471
"The Phantom 'Rickshaw, and Other Ghost Stories",Rudyard Kipling,Mystery & Detective,65032,https://www.gutenberg.org/ebooks/2806
Minute Mysteries [Detectograms],H. A. Ripley,Mystery & Detective,64664,https://www.gutenberg.org/ebooks/50603
The Czar's Spy: The Mystery of a Silent Love,William Le Queux,Mystery & Detective,64659,https://www.gutenberg.org/ebooks/10102
The Damned Thing,Ambrose Bierce,Mystery & Detective,63338,https://www.gutenberg.org/ebooks/23172
"A Woman at Bay; Or, A Fiend in Skirts",Nicholas Carter,Mystery & Detective,31325,https://www.gutenberg.org/ebooks/26704
The mysterious Mr. Quin,Agatha Christie,Mystery & Detective,29511,https://www.gutenberg.org/ebooks/78084
Lord Lister No. 0333: De liefde van een bokser (Dutch),"Kurt Matull, Felix Hageman, and Theo von Blankensee",Mystery & Detective,27735,https://www.gutenberg.org/ebooks/76765
Ruhtinatar Aurore :  (»Königsmark») (Finnish),Pierre Benoît,Mystery & Detective,27387,https://www.gutenberg.org/ebooks/76501
Sergeant Dick of the Royal Mounted Police :  A thrilling story of the Canadian woods,John G. Rowe,Mystery & Detective,27386,https://www.gutenberg.org/ebooks/76621
The mystery of Angelina Frood,R. Austin Freeman,Mystery & Detective,27378,https://www.gutenberg.org/ebooks/76072
"The double dagger :  or, Nat Ridley's Mexican trail",Nat Ridley,Mystery & Detective,27372,https://www.gutenberg.org/ebooks/75909
Cursed be the treasure,H. B. Drake,Mystery & Detective,27371,https://www.gutenberg.org/ebooks/75790
False face,Ernest Haycox,Mystery & Detective,27371,https://www.gutenberg.org/ebooks/76931
The mark of the monster,Jack Williamson,Mystery & Detective,27354,https://www.gutenberg.org/ebooks/76131
Wanted—?,Eugene Cunningham,Mystery & Detective,27318,https://www.gutenberg.org/ebooks/76804
"Slighted love :  or, At her heart's expense",Mrs. Alex. McVeigh Miller,Mystery & Detective,27316,https://www.gutenberg.org/ebooks/76413
"The strange house :  or, A moment's mistake",Catharine Shaw,Mystery & Detective,27316,https://www.gutenberg.org/ebooks/76759
One jump ahead,Ray Humphreys,Mystery & Detective,27311,https://www.gutenberg.org/ebooks/76082
Room 13,Edgar Wallace,Mystery & Detective,27287,https://www.gutenberg.org/ebooks/76168
Hänen viimeinen tervehdyksensä :  Muutamia muistelmia Sherlock Holmesista (Finnish),Arthur Conan Doyle,Mystery & Detective,27285,https://www.gutenberg.org/ebooks/76520
The mystery of the missing eyebrows,Stephen Rudd,Mystery & Detective,27266,https://www.gutenberg.org/ebooks/76914
Murder in the Gilded Cage,Samuel Spewack,Mystery & Detective,27252,https://www.gutenberg.org/ebooks/77069
La marque des quatre (French),Arthur Conan Doyle,Mystery & Detective,27245,https://www.gutenberg.org/ebooks/76433
The seventh shot :  A detective story,Herman Landon,Mystery & Detective,27215,https://www.gutenberg.org/ebooks/76659
Lord Lister No. 0032: De blauwe dood (Dutch),Kurt Matull and Theo von Blankensee,Mystery & Detective,27198,https://www.gutenberg.org/ebooks/76186
The Copper House :  A detective story,Julius Regis,Mystery & Detective,27182,https://www.gutenberg.org/ebooks/76903
The smear,John Beames,Mystery & Detective,27175,https://www.gutenberg.org/ebooks/75855
L'esca del pecat (Catalan),M. Figuerola Aldroféu,Mystery & Detective,27160,https://www.gutenberg.org/ebooks/76140
The Arctic legions,A. De Herries Smith,Mystery & Detective,27138,https://www.gutenberg.org/ebooks/76834
Missing men,Vincent Starrett,Mystery & Detective,27121,https://www.gutenberg.org/ebooks/76476
His brother's keeper,W. C. Tuttle,Mystery & Detective,27118,https://www.gutenberg.org/ebooks/76208
The Corbin necklace,Henry Kitchell Webster,Mystery & Detective,27111,https://www.gutenberg.org/ebooks/76546
Markiisittaren rikos (Finnish),E. T. A. Hoffmann,Mystery & Detective,27104,https://www.gutenberg.org/ebooks/75789
Lord Lister No. 0033: De Alarmkreet (Dutch),Kurt Matull and Theo von Blankensee,Mystery & Detective,27095,https://www.gutenberg.org/ebooks/76761
Lord Lister No. 0334: Onder de goudzoekers (Dutch),"Kurt Matull, Felix Hageman, and Theo von Blankensee",Mystery & Detective,27017,https://www.gutenberg.org/ebooks/76865
Musta helmi (Finnish),Victorien Sardou,Mystery & Detective,26991,https://www.gutenberg.org/ebooks/76923
Blue eyes and diamonds,Lemuel De Bra,Mystery & Detective,26987,https://www.gutenberg.org/ebooks/76713
Four square Jane,Edgar Wallace,Mystery & Detective,26981,https://www.gutenberg.org/ebooks/75808
"Ei niin salattua, ettei ilmi tulisi :  Tositapahtumiin perustuva kertomus (Finnish)",Anonymous,Mystery & Detective,26923,https://www.gutenberg.org/ebooks/76381
Lord Lister No. 0126: Het politieraadsel (Dutch),Kurt Matull and Theo von Blankensee,Mystery & Detective,26895,https://www.gutenberg.org/ebooks/76187
"The Two Magics: The Turn of the Screw, Covering End",Henry James,Mystery & Detective,13617,https://www.gutenberg.org/ebooks/42486
The Middle Temple Murder,J. S. Fletcher,Mystery & Detective,6652,https://www.gutenberg.org/ebooks/26468
"Esoteric Christianity, or The Lesser Mysteries",Annie Besant,Mystery & Detective,6591,https://www.gutenberg.org/ebooks/26938
Murder at Bridge,Anne Austin,Mystery & Detective,6321,https://www.gutenberg.org/ebooks/23078
"Anderson Crow, Detective",George Barr McCutcheon,Mystery & Detective,5736,https://www.gutenberg.org/ebooks/28229
Fantômas,Pierre Souvestre and Marcel Allain,Mystery & Detective,5713,https://www.gutenberg.org/ebooks/27794
The Paradise Mystery,J. S. Fletcher,Mystery & Detective,5373,https://www.gutenberg.org/ebooks/26587
"Madeline Payne, the Detective's Daughter",Lawrence L. Lynch,Mystery & Detective,5016,https://www.gutenberg.org/ebooks/26482
The Grell Mystery,Frank Froest,Mystery & Detective,4298,https://www.gutenberg.org/ebooks/22173
The Diamond Coterie,Lawrence L. Lynch,Mystery & Detective,4149,https://www.gutenberg.org/ebooks/25695
The Green Rust,Edgar Wallace,Mystery & Detective,4051,https://www.gutenberg.org/ebooks/24929
Crooked Trails and Straight,William MacLeod Raine,Mystery & Detective,4016,https://www.gutenberg.org/ebooks/26911
The Clue of the Twisted Candle,Edgar Wallace,Mystery & Detective,3935,https://www.gutenberg.org/ebooks/28839
The Bishop's Secret,Fergus Hume,Mystery & Detective,3895,https://www.gutenberg.org/ebooks/23474
Oswald Langdon,Levi Jackson Hamilton,Mystery & Detective,3858,https://www.gutenberg.org/ebooks/22221
The Four-Pools Mystery,Jean Webster,Mystery & Detective,3767,https://www.gutenberg.org/ebooks/21264
The accomplisht cook,Robert May,Mystery & Detective,3726,https://www.gutenberg.org/ebooks/22790
Der Fall Vukobrankovics (German),Ernst Weiss,Mystery & Detective,3669,https://www.gutenberg.org/ebooks/66604
Frank Merriwell's Bravery,Burt L. Standish,Mystery & Detective,3631,https://www.gutenberg.org/ebooks/22571
In the Mayor's Parlour,J. S. Fletcher,Mystery & Detective,3612,https://www.gutenberg.org/ebooks/25424
The Seven Secrets,William Le Queux,Mystery & Detective,3530,https://www.gutenberg.org/ebooks/27549
The Slave of Silence,Fred M. White,Mystery & Detective,3517,https://www.gutenberg.org/ebooks/27395
The Wonder Book of Knowledge,Unknown / Various,Mystery & Detective,3463,https://www.gutenberg.org/ebooks/41111
The Stretton Street Affair,William Le Queux,Mystery & Detective,3452,https://www.gutenberg.org/ebooks/27147
"Ruth Fielding on the St. Lawrence; Or, The Queer Old Man of the Thousand Islands",Alice B. Emerson,Mystery & Detective,3446,https://www.gutenberg.org/ebooks/25802
"The Rover Boys Under Canvas; Or, The Mystery of the Wrecked Submarine",Edward Stratemeyer,Mystery & Detective,3445,https://www.gutenberg.org/ebooks/23286
The Big Bow Mystery,Israel Zangwill,Mystery & Detective,3440,https://www.gutenberg.org/ebooks/28164
"The Banner Boy Scouts on a Tour; or, The Mystery of Rattlesnake Mountain",George A. Warren,Mystery & Detective,3430,https://www.gutenberg.org/ebooks/20985
Godfrey Morgan: A Californian Mystery,Jules Verne,Mystery & Detective,3427,https://www.gutenberg.org/ebooks/23489
Seven Miles to Arden,Ruth Sawyer,Mystery & Detective,3419,https://www.gutenberg.org/ebooks/28271
The Opal Serpent,Fergus Hume,Mystery & Detective,3367,https://www.gutenberg.org/ebooks/24769
The Silver Butterfly,Mrs. Wilson Woodrow,Mystery & Detective,3338,https://www.gutenberg.org/ebooks/25820
The Motor Pirate,G. Sidney Paternoster,Mystery & Detective,3312,https://www.gutenberg.org/ebooks/26657
The Crooked House,Brandon Fleming,Mystery & Detective,3294,https://www.gutenberg.org/ebooks/22820
Barnaby Rudge: A Tale of the Riots of 'Eighty,Charles Dickens,Mystery & Detective,3293,https://www.gutenberg.org/ebooks/917
The Escape of Mr. Trimm,Irvin S. Cobb,Mystery & Detective,3292,https://www.gutenberg.org/ebooks/24799
"The Man Who was Thursday, A Nightmare",G. K. Chesterton,Mystery & Detective,3237,https://www.gutenberg.org/ebooks/23723
The Girl and the Bill,Bannister Merwin,Mystery & Detective,3190,https://www.gutenberg.org/ebooks/25799
Ravensdene Court,J. S. Fletcher,Mystery & Detective,3179,https://www.gutenberg.org/ebooks/26324
That Affair Next Door,Anna Katharine Green,Mystery & Detective,3160,https://www.gutenberg.org/ebooks/21617
The Herapath Property,J. S. Fletcher,Mystery & Detective,2930,https://www.gutenberg.org/ebooks/25388
Tremendous Trifles,G. K. Chesterton,Mystery & Detective,2910,https://www.gutenberg.org/ebooks/8092
In Her Own Right,John Reed Scott,Mystery & Detective,2900,https://www.gutenberg.org/ebooks/27454
The Man Who Knew,Edgar Wallace,Mystery & Detective,2869,https://www.gutenberg.org/ebooks/24933
The Double Four,E. Phillips Oppenheim,Mystery & Detective,2854,https://www.gutenberg.org/ebooks/28091
Hidden Gold,Wilder Anthony,Mystery & Detective,2840,https://www.gutenberg.org/ebooks/25043
